NitricOxide,NitrogenDioxide,OxidesofNitrogen,WindSpeed,ResultantWindSpeed,ResultantWindDirection,MaximumWindGust,Std.Dev.WindDirection,OutdoorTemperature,DewPointTemperature,RelativeHumidity,SolarRadiation,PM10,Ozone
0.3,1.2,1.6,6.8,6,108,14.7,26,80.3,55.1,41.9,0.622,18.8,0
0.3,2.9,3.2,4.5,3.2,311,11.5,45,91.2,30.6,11.6,0.969,37.4,1
0.1,-1.2,-1,7.6,7.4,300,12.8,13,72.8,60.9,66.4,0,11.7,0
0.1,2,2.1,11.4,8.8,197,40.4,39,83.8,14.7,7.5,0.022,92.4,0
0.6,2.7,3.3,12.1,10.5,252,28.6,29,67.6,23.1,18.6,1.223,43.8,0
0.7,2.5,3.2,12.7,11.8,135,26.1,21,97.3,36.4,12.1,1.159,42.9,0
-0.1,1.3,1.1,7.9,7.7,93,14.4,14,74.6,60.3,61.1,0,15.9,0
-0.1,1.7,1.6,6.6,5.2,234,17.2,36,86.3,-1.2,3.3,0.291,17.6,1
0,4.7,4.9,4.9,3.5,62,15.5,44,90.5,45.7,21.5,0.917,11.8,1
19.1,38.2,57.1,3.1,2.6,297,6,34,81.8,12.8,7.4,0,47.2,0
0.2,0.7,0.9,5.7,4,99,15.1,45,79.6,10.4,7.2,0.65,17.5,1
-0.1,1.9,1.8,10.1,9.4,263,22.3,22,85.4,20.8,9.3,0.052,43.6,0
0.2,1.6,1.7,6.8,5.9,337,15,29,98.3,40.8,14,0.213,17.1,1
0.7,3.8,4.5,8.3,7,314,21.2,32,87.1,30.6,13,1.095,33.4,1
1,15.2,16.3,3.8,3.6,113,6.5,15,74.7,62.5,65.7,0,20.7,0
5.7,20.6,26.4,6,5.5,101,11.1,25,79.9,37.6,22,0.963,56.6,0
0.5,1.4,2,8.7,7.7,97,17.4,27,78.4,55.5,45.4,0.695,18.2,0
0.1,3,3,14.6,14.2,91,29.6,14,55.5,36,47.9,0,41.3,0
1.2,12.3,13.5,4.7,4.4,126,9.3,18,85.9,43.7,22.9,0.008,44.7,0
8.4,18.8,27,4.2,3.9,295,8.5,22,75.3,56.7,52.4,0.552,29.4,0
0.1,12.6,12.8,4.2,4.2,104,8.8,11,75.3,62.8,65.3,0,17.8,0
0,4,4.1,7.8,7,107,18.2,27,100.3,42.7,14.2,1.115,44.1,1
-0.2,3.2,3.1,5,3.3,116,11.1,48,82.2,45.1,27.2,1.313,13.5,1
0.4,10.5,11,4.7,4.5,128,8.1,17,74.4,39.2,28.1,0,30.1,0
0.9,2.8,3.6,8.2,7.5,213,20.4,23,92.2,6.6,4,1.575,15,0
0.8,7.7,8.5,6,5.1,97,13.3,30,83.4,48.4,29.8,1.504,16.7,1
0.9,8.7,9.6,5.5,5.3,317,10,18,73.3,58.6,60,0.037,17.5,0
0.2,4.4,4.6,5.2,4.9,120,10.2,19,66.3,63.3,90.1,0.005,21,0
0.3,13.6,13.9,0.4,0.3,283,8.2,47,74.1,58,57.1,0,20.8,0
1.3,12.1,13.2,3.4,2.9,115,8.4,32,84.3,59.1,42.8,0.169,41.1,0
0.2,12.2,12.3,4.9,4.7,134,10,17,73.1,65.9,78.4,0,28.7,0
1.3,11.4,12.6,3.6,3,135,8.2,35,67.4,63.5,87.4,0.087,24,0
0.5,3.9,4.3,4.5,3,91,10.9,47,84.9,45.7,25.5,1.356,22,1
1.2,8.8,10,7.4,7.1,314,16.2,15,72.4,58.2,61.1,0,12.9,0
0.8,3.5,4.4,17.6,16.7,295,37.4,18,73.5,8.8,8.3,1.329,106,0
-0.3,3.7,3.7,5.6,3.7,95,14.1,46,92.2,41.8,17.7,1.29,20.8,1
0.3,3.9,4.2,5.9,5.7,307,11.2,15,73.4,58.4,59.2,0,10.8,0
-0.1,2.4,2.3,5.3,2.1,125,13.7,63,95.3,37.8,13.6,0.95,11.2,1
0.8,25.3,26,1.2,0.7,318,3.7,53,86,16.2,7.6,0,47.4,0
-0.3,-0.9,-1.1,7.5,6.7,267,18.9,26,75,60.7,60.9,0,24.2,0
1.2,5,6.1,7.7,2.6,293,23,66,93.6,37.9,14.5,0.171,69.5,0
0.1,3,3,16,15.5,100,29.4,14,58.1,38.1,47.3,0,72.6,0
1,7.4,8.3,7.9,7.7,300,14.3,12,75.8,56.8,51.7,0.143,29.8,0
0.3,2.8,3.2,6.1,4.9,86,13.6,36,90.1,42.6,19.3,1.138,22.6,1
0.1,1.6,1.7,11.5,11,113,22.5,17,82.1,57.1,42.5,0.067,13.8,0
5.6,45.9,51.6,3.7,3.6,135,6.9,15,83.7,44.2,25.1,0,110.4,0
0.3,2.6,2.8,7.1,5.8,141,19.3,35,92.8,45.7,20.1,1.403,18.1,1
-0.4,0.9,0.6,8.3,7.9,100,19.1,16,77.2,60,55.4,0,16.3,0
0,6.7,6.7,4.8,4.7,288,8.3,13,53.4,33.4,46.4,0,14,0
-0.1,1.2,1.1,7.6,6.7,286,16.9,27,88.7,51.1,27.7,1.408,19.2,1
0.6,7,7.6,5.8,5.6,88,12,14,86.5,29.4,12.8,0,32.2,0
3.9,10.2,14.2,6.5,5.5,121,14.2,31,88,43.9,21.8,1.133,55.1,0
0.2,-1.6,-1.4,8.9,8.3,289,23.5,21,82.9,53.5,36.5,1.414,11.3,0
-0.1,5.1,5,7.1,6.4,87,14.9,25,95.9,49,20.5,1.277,61.8,1
0.6,1.4,2,5.6,4.5,92,13,35,86,50.6,29.4,1.265,21.9,0
-0.1,0.8,0.7,8.7,8.2,83,17.4,18,73.7,52.6,47.7,0,45.5,0
0.3,9.1,9.4,5.5,5.1,81,11.2,21,85,34.6,16.3,0,42.2,0
0.5,7.8,8.3,6.7,5.5,116,15.8,34,74.8,65.1,72.2,0,28.6,0
4.6,31.3,35.6,5.4,4.8,304,13.7,27,82.5,13,7.3,0,45.4,0
1,4.3,5.4,8.9,8.3,102,14.9,20,77.5,48.2,35.6,1.096,55.2,0
0.2,1.9,2.1,9.8,8,105,23.2,34,101,35,10.4,1.517,30.1,0
0.7,7.1,7.8,4.9,3.8,100,13.5,38,78.1,4.5,5.7,0.927,39.7,1
0.3,2.8,3.1,5.8,3,107,11.8,56,88.2,50.2,27.2,0.86,34.2,1
-0.3,2.9,2.6,11.6,10.7,69,22.6,22,85.5,48.6,27.9,0,56.9,0
0.2,1.5,1.7,8.7,8,306,20.1,24,100,20.9,5.8,0.323,21.6,1
-0.1,3.3,3.3,7.2,7.1,83,11.9,11,76.5,57.1,51.1,0,17,0
-0.2,2.8,2.7,12.3,11.9,82,24.3,15,83.5,47.5,28.7,0,42.4,0
-0.1,2,1.9,4.1,3.4,285,9.5,33,101.4,33.4,9.6,0.076,21.8,1
0.2,2.8,2.9,11.6,11,79,26.7,17,55.4,33.7,43.9,0.006,31.2,0
1.5,26.3,27.5,3.5,3.1,301,8.4,28,81.7,11.2,7,0,30.2,0
0.8,12,12.9,5.6,5.4,103,11.1,17,76.8,59.9,55.9,0.016,39.8,0
0.7,3.2,3.9,5.1,3.8,178,12.8,42,80.3,14.6,8.4,0.95,17.8,1
0.3,8,8.3,3.6,3.4,39,8.2,21,79,17,9.7,0.001,19,1
0.5,3.3,3.8,9.8,9.2,277,21,21,80.3,54.7,41.4,0.439,13.2,0
0.4,6.7,7,15.6,15.2,96,28,13,63.2,35.1,35,0,103.9,0
0.1,2,0.1,4.5,2.1,120,13.5,59,90.6,43.3,19.5,1.38,18.6,1
-0.2,0.7,0.4,9.8,9.5,99,17.5,14,74.8,52.2,45.3,0,44.6,0
-0.3,0.3,-0.1,9.1,8.8,92,16.2,13,76.3,59.9,56.9,0,13,0
1.4,6,7.4,7.9,7.5,301,15.3,19,80.4,56.2,44,1.241,14.3,0
0.6,5.5,6.1,3.6,1.8,92,8.7,57,89.4,39.4,17.5,1.351,37.8,1
0.1,1.7,1.8,4.8,2.7,169,22.1,54,94.9,44.3,17.7,0.738,25.5,1
0.1,3.4,3.4,4,2.9,174,13.1,43,83.2,48.7,30.3,1.352,33.9,1
0.3,10.9,11.1,2.6,1.8,277,12.7,44,73.7,58.2,58.6,0,23.8,0
0.8,7.5,8.1,5.8,4.4,94,14.9,40,76.5,43.4,30.9,1.327,32.1,1
-0.1,1,0.8,5.4,5.1,77,17.2,19,84.4,47.5,27.8,0,17.4,0
0.4,3.7,4.2,10.5,9.8,118,19,20,87.8,48.3,25.6,1.16,41.3,0
1.3,3.9,5.3,15.4,14.7,293,29.2,16,68.2,11.7,11.3,1.358,50.4,0
-0.3,1.4,1.3,3.9,1.8,283,10.1,59,92,34.8,13.3,0.477,13.9,1
1.6,4.7,6.2,12.6,11.5,321,33.4,23,87,39.7,19.2,0.002,39.2,0
-0.1,2.4,2.4,7.9,7.6,299,14.8,17,93.2,45.8,19.8,0.247,12.7,1
0.5,10.4,10.9,7,6.2,82,12.1,26,80.3,60.8,51.6,0,34.5,0
0.4,2.7,3,8.4,7.5,269,24.1,27,91,42.1,18.4,0.436,15.2,0
0.3,0.8,1.2,6.9,5.9,101,18.4,30,82.6,53.8,37.4,0.757,17.9,0
-0.2,1.8,1.7,5.3,1.4,275,13.5,69,98.3,42.8,15,1.079,18.3,1
0.6,3.6,4.1,10.5,10,320,18,17,71.6,59,64.7,0,22.9,0
3.1,27.9,30.9,4,3.4,308,10,33,80,11.3,7.4,0,29.3,0
0.5,2.3,2.7,6.5,5.3,133,17.3,36,94.1,40.7,16,1.362,20.3,1
0.1,4,4,7.9,7.4,268,17.1,19,92.1,48.8,22.9,0.017,22.9,0
0.6,7,7.6,4.8,3.7,88,9.4,39,83.9,20.6,9.7,0.182,23.6,1
0.3,-0.5,-0.2,7.9,6.9,285,18.1,29,96.6,42.1,15.6,1.357,17.8,1
0.1,1.7,1.8,10.5,10,291,21,18,73.2,29.8,20.2,0,30.2,0
5.6,14,19.8,8.2,7.9,99,13.4,18,75.5,56.7,52.2,0.478,42.7,0
0.2,1.4,1.5,6.1,4.2,103,18.3,45,87.3,19.4,8.2,1.256,20.9,1
0.3,3.2,3.5,12.1,6.3,228,31.2,56,83.1,56.7,42,0.072,32.4,0
2.9,11.6,14.3,7.5,7.1,113,13.2,20,70.4,28.6,21,1.159,31.9,0
0.1,1.7,1.8,9.1,8.3,264,23.4,24,81.9,57.3,43.6,0,58.4,0
0.9,1.7,2.6,5.9,5.1,193,12.5,29,95.1,23.5,7.6,1.13,23.2,0
0.4,5.6,6.1,3.8,2,279,9.5,57,87.5,43.1,21.4,1.223,57.3,1
1.3,8.5,9.9,4.6,3.3,138,11.7,43,87.1,41.3,20.1,0.399,30.8,0
0.7,11.6,12.4,8.1,8,92,14,12,73.6,58.1,58.3,0.013,29,0
0.4,2.8,3.2,12.4,11.2,264,28.3,25,69,20.9,16.1,1.134,35,0
0.3,6.8,7.1,6.3,6.1,281,15,16,79.2,55.5,44.2,0,21.3,0
-0.2,3.7,3.7,7,6.3,59,18.1,27,97.2,30,9.3,0.27,23.3,1
0.1,-2,-1.9,6.3,5.1,252,16.5,35,88.6,49.3,26.1,1.167,7.5,0
0.3,2.4,2.6,10.2,9.6,274,20.9,19,79.9,53.7,40.5,0.556,12.2,0
0,1.2,1.2,5.1,3.9,157,12.7,39,96.4,37.4,12.9,1.425,30.7,1
0.3,1.2,1.5,7.4,6.6,301,22.4,26,100.2,19.5,5.6,0.753,27.8,1
0.3,2.2,2.5,15.1,14.7,83,26.4,14,80.7,52,37.1,0.36,39,0
0.1,1.2,1.2,4.5,3.1,276,10.6,46,97.7,42.5,15.1,0.501,16.6,1
0.3,2.7,3,9,7.4,256,22.7,34,94.4,46.4,19.4,0.866,15.8,0
0,0.4,0.4,4.2,3.9,45,9.3,22,76.5,56.3,49.7,0,17.5,0
0.9,3.7,4.5,7.2,6.5,315,15.8,26,91.6,43.1,18.6,0.499,13.3,0
0.1,3,3.1,4.5,1.6,264,10.4,64,82.5,29.4,14.7,1.305,28.7,1
23.1,34.8,57.7,4.7,4.1,293,8.7,29,76.5,12.7,9,0,32.2,0
0.1,2.1,2.3,4.9,3.4,213,10.2,45,93.1,44.9,19.1,0.871,17.4,1
0.8,1.9,2.7,6,5.4,199,15.6,27,97.9,24.4,7.3,0.887,27.7,0
1.1,7.8,8.9,4.5,4.4,325,13.1,14,73,58.4,60.1,0,12.5,0
0.1,4.3,4.3,6.8,6.6,291,15.1,14,81.1,55.2,41,0,22.1,0
0,0.1,0,6.2,3.3,100,15.3,56,97.6,36.9,12.3,0.992,28.1,1
-0.1,3.2,3.3,5.6,4.1,118,15.5,42,90.8,42.8,18.9,1.417,27.1,1
4.8,11.7,16.7,5,4.7,106,8.8,20,78.6,59.5,52.2,0.776,33.1,0
0.4,2.6,2.9,5.2,3.2,152,14,50,102,29,7.8,0.726,26.9,1
-0.1,3,2.9,4.6,3.4,108,11.3,41,91,49.2,24,0.193,24.3,1
0,-1.2,-1.2,5.7,5.2,267,13.2,25,87.4,51.5,29.3,0.233,13.7,0
1.2,6.3,7.4,4.3,2.8,186,10.7,47,84.4,20.1,9.3,0.495,21.8,1
0.2,0.7,0.9,6.8,6.1,37,16,26,83.3,53.8,36.3,0.655,14.7,0
0.5,1.9,2.5,4.2,4,292,12.7,19,72.1,59.7,65.2,0.139,16.7,0
0.1,1.1,1.2,11.9,11.3,269,26.8,17,78.3,28.3,15.9,0,34.9,0
0.5,5.5,5.9,8.2,7.7,266,16.5,19,83.4,53.2,35.3,0,27.1,0
0.5,8.2,8.9,4,3.6,331,8.5,25,70.7,61.2,72,0.018,18.4,0
0.1,3.4,3.6,9.9,9.3,104,19.4,20,101.9,33,9.2,0.347,36.7,0
0.3,5.2,5.8,5.5,4.3,76,12.2,38,89.4,39.8,17.8,1.401,28.7,1
0,3.2,3.2,11.6,10.9,300,26.1,20,66.1,59.8,80.6,0,9.8,0
0.1,3.2,3.4,5.9,4.2,94,13.3,44,89,45.5,22.3,1.28,25.5,1
0.9,3.7,4.5,7.2,6.5,315,15.8,26,91.6,43.1,18.6,0.499,13.3,0
0,0.8,0.8,4.5,3.2,158,12.4,43,98,36.9,12,0.609,26.5,1
0,1.8,1.7,6.4,5.3,258,14.2,35,98.1,-7,1.8,1.456,20.9,0
0,1,0.9,14.2,13.9,296,25.6,13,68.1,24,18.8,0.034,15.5,0
0.4,6.9,7.3,4.4,2.4,271,12.9,55,90,42,19,1.407,34.5,1
0.5,5.1,5.6,5.5,3.3,169,13,51,96.1,35,12,1.299,23.4,1
0,2.9,2.8,16.4,15.8,105,30.9,15,89.3,50,26.2,0.097,80.9,0
33.3,31.4,64.3,5.2,5.1,106,9.7,14,60.9,30.4,31.7,0.197,45.1,0
0.2,0.1,0.2,6.1,4.4,256,16.2,43,98.3,40.4,13.7,0.928,18.9,1
0.3,6.8,7,4.1,0.7,343,11.2,74,92.7,35.4,13.4,1.205,33.8,1
0.7,4.8,5.4,7.7,7.1,295,13.2,23,68.2,61,77.6,0,30,0
0.2,6.3,6.5,6.3,5,60,13.1,37,81.8,60.6,48.6,0,35.5,0
0.5,3.9,4.4,10.1,9.5,96,20.9,21,89.3,43.9,20.8,1.29,14.7,1
0.6,1.1,1.8,7.5,6.4,142,18.9,31,96.6,38.8,13.6,0.668,14.6,0
0.3,2.8,3.1,6,5.1,94,13.6,32,88.9,51.5,28.1,1.374,34.6,1
0.7,2.9,3.5,5.6,3.8,314,16.5,46,89.9,46.4,22.9,1.291,9.3,0
0.1,3.6,3.8,13.1,12.4,97,26.3,19,92.4,45.5,19.9,0.346,29.3,0
-0.2,2.1,1.9,5.9,3.8,98,14.9,48,93.2,37.5,14.3,0.996,16.7,1
0.7,12.9,13.5,3.7,1.8,123,8.9,58,80.7,23.2,11.9,0.55,44.3,1
0.9,2.2,3.1,8.7,8.1,91,18.2,21,76.3,56,49.6,0.739,20.6,0
0.7,6.9,7.7,3.7,1.6,103,9.2,61,90.1,43,19.7,1.29,34.7,1
0.7,4.8,5.6,4.4,3,218,10.7,47,81.7,49.4,32.5,1.229,16.5,0
0,4.9,5.1,5.4,5.2,276,10.4,16,71.3,61,70,0.009,16.3,0
0.8,10.2,10.9,5.6,5.4,101,10.3,16,88.6,29.3,11.9,0,26.8,0
0.1,0.6,0.7,4.7,3.7,173,11,36,99.7,35.1,10.7,0.347,22,1
0.4,4.3,4.6,9.4,9.2,90,16.9,14,65.9,37.5,34.9,0,60.2,0
0.8,1.8,2.6,6.6,5.5,227,13.7,33,91.7,23.8,8.7,1.218,17.2,0
0,2.7,2.7,4.5,4.4,285,11.3,15,85.1,2.8,4.2,0.064,27.6,1
4.9,23.5,28.5,4.6,3.9,101,10.9,33,83.1,36.7,19.2,1.135,72.2,0
0.1,-0.2,-0.2,16.1,15.8,296,28.8,12,55.1,33.2,43.3,0,9.6,0
-0.1,0,0,4.3,2.5,147,11.9,53,82.9,15.6,8.1,0.645,19,1
0.3,11.4,11.7,3.8,3.6,289,12.8,18,88.7,43.2,20.5,0,28.3,0
0.6,3.3,3.9,10.3,9.8,318,25,18,95.6,44.7,17.5,0.054,32.7,1
0.8,1.4,2.3,6.5,5.2,160,16.9,37,93,40.3,16.1,1.458,24.3,0
0,2.5,2.6,4.4,3.6,161,11.7,35,97.3,43.8,16.2,0.805,26.8,1
0.5,5.9,6.5,5.2,4,118,11.7,39,87.5,52.9,30.7,1.327,26.3,0
0.1,4.9,5,8.4,8.3,83,13.9,11,74.3,58.3,57.6,0,16,0
0.3,3.8,4.1,5.9,3.8,104,15.9,49,82.1,26.1,12.9,1.118,17.8,1
7.3,14.2,21.6,7.5,7.1,92,14.6,19,83.5,45.2,26.3,0.866,63.3,0
1.6,7.3,8.9,6.7,6.2,297,13,23,92.8,35.8,13.6,1.438,23,0
-0.2,2.6,2.3,5.8,3.7,123,17.4,48,97.3,33.5,10.7,1.431,25.3,1
0.1,1.3,1.5,5,3.3,123,12.3,47,90.9,49.1,23.9,1.481,31.6,1
1.1,5.8,6.9,10.1,9.4,98,19.5,21,66.5,32.6,28.4,1.307,33.9,0
0,0.2,0.2,5.1,3.4,100,13.4,47,82.4,16.3,8.5,0.979,17.3,1
0.6,11.6,12.2,4,3.8,317,7.4,17,86.3,31.4,14.1,0,43.4,0
0,4.7,4.7,13.9,13.6,295,25.3,12,64.8,25.8,22.7,0,17.4,0
0,-1.4,-1.3,8.3,7.7,290,17.3,22,80.8,55.1,41.5,1.285,8.4,0
0.3,0.8,1.1,5,3.5,117,14.5,44,81.9,17.5,9.1,1.258,15.9,1
0.1,5.1,5.2,3.9,2.4,39,7.7,51,79.6,16.6,9.4,0.054,22.6,1
0.2,5.7,6,9.2,6,219,20.4,47,78.7,19.8,11.4,0,48.8,0
0.3,6.6,6.9,3.7,2,159,15.3,55,98,34.3,10.9,0.277,25,1
0.3,2.1,2.4,6.3,3,212,15.2,58,88.7,53.2,30.4,0.375,15.7,0
4.5,19.9,24.6,6.6,6.4,101,10.8,14,77.3,59.5,54.3,0.182,55.3,0
0.4,1.1,1.5,6.1,5.1,262,12.8,34,80.7,23.3,12,1.245,24.9,0
0.3,2.3,2.5,8.1,7.7,191,16.7,20,90.6,38.8,16.4,0,191.5,0
-0.1,0.9,0.7,5,2.3,257,11.8,60,100.6,34.1,10,1.053,14.5,1
0.6,14.3,14.9,5.1,4.9,109,10.5,12,85.7,44.1,23.4,0,18,0
-0.3,1.7,1.3,12.9,12.5,98,27.2,15,77.7,56.6,48.3,0,21.4,0
-0.2,-0.4,-0.5,7.6,6,256,22.1,37,85.2,3.1,4.3,1.454,15.6,1
0.2,8.7,8.9,6.2,3.8,97,19,50,83.4,14.5,7.6,0,32.5,0
0.7,2.5,3.2,5.7,4.7,232,13.5,33,89.7,48.6,24.5,0.241,15.6,0
-0.4,3.7,3.6,4.7,2.8,71,12,52,93.6,36.4,13.6,1.312,16.4,1
0,1.7,1.8,5.2,4.4,282,12.7,31,87.9,49,26.3,1.338,20.8,1
0,3.7,3.8,13.7,12.9,121,27.8,20,91.8,53.8,27.7,0.284,85.4,1
0.2,2.9,3.1,5.3,4.4,112,12.5,33,89,50.8,26.9,0.491,37.9,1
0.1,5.8,5.9,8.5,8.3,94,18.5,12,63.3,43.5,48.3,0,36.5,0
0.1,-0.2,-0.1,5.5,3,137,13.6,55,98.7,35,11,1.293,18.4,1
1.9,11.2,13.2,12.2,11.9,299,19.9,13,70.4,58.8,67.2,0.156,15.3,0
0.4,1.6,2.1,5.1,3.1,158,11.2,51,79.8,49,34.2,1.33,10.3,0
0.4,6.8,7.3,6.3,6,290,16.7,16,72.7,27.3,18.4,0.042,50.4,0
-0.1,3.9,3.8,3.9,2.5,267,11.7,48,83.1,16.7,8.3,0,53.4,0
0.4,4,4.3,15.3,13.1,104,30.8,31,89.1,52.8,30.9,0.633,111.3,0
0.8,6.3,7,5.8,5.6,311,10.6,16,85,49.6,29.5,0,22.9,0
0.2,1.6,1.8,6.5,3,196,16.7,60,100.9,24.2,6.6,1.465,16.2,1
2.9,7.6,10.4,4.6,2.2,77,12,59,83.8,50.9,32.1,1.085,18,0
-0.2,0.8,0.6,6.4,5,258,14.2,37,91.5,47.5,22.6,1.307,13.8,1
0.2,2.5,2.7,5.4,4.9,119,13.4,26,96.9,47,18.3,0.195,29.2,1
5,13.3,18.4,6.8,6.6,103,13.1,14,79,45.8,31.1,0.197,32.2,0
1.3,7,8.5,4.1,2.9,81,9.3,44,84.2,56.7,39.1,1.156,22.7,0
0.5,2.7,3.2,6.1,4.4,289,13.7,42,99.1,31.2,9.4,1.558,23.8,1
0.1,3.5,3.6,5.3,4.3,289,11.8,35,97,34.6,11.4,1.183,22.1,1
-0.1,-1.7,-1.7,4.7,3,84,14.8,48,95.8,39.9,14.7,0.988,11,1
0.2,1.9,2.2,5.5,5.1,133,10.7,22,95.5,40.7,15,0.045,15.2,0
-0.2,1,0.9,13.4,12.9,74,30.7,17,80.5,52.3,37.7,0.025,70.8,0
0.6,0.2,0.8,7.4,5.9,118,16.8,37,95.6,39.6,14.4,1.243,14.3,0
0.5,5.4,5.9,4.9,3.1,316,12.3,49,94.4,35.2,12.7,1.432,23.5,0
0.4,2.7,3,8.4,7.5,269,24.1,27,91,42.1,18.4,0.436,15.2,0
0.9,2.5,3.4,11,10.5,267,23.9,17,77.5,29,16.9,0,32.8,0
0.5,4.5,5,10.4,9.1,85,22.9,28,97.4,46.1,17.5,0.614,49.4,1
0.2,5.1,5.3,5.2,4.2,119,11.9,36,89.8,51.1,26.8,1.352,23,1
0.1,3.7,3.8,8.4,8.2,94,16,13,63.8,42.4,45.6,0,42.3,0
0.2,-0.8,-0.5,5,3.7,296,19.4,41,70.6,62.4,75.7,0,17,0
0.8,7.6,8.4,8.5,8.4,90,13.2,11,62.9,44.2,50.5,0,35.7,0
0.7,1.7,2.2,12,11.6,300,21.5,14,68.4,34.9,29.1,0,27.3,0
-0.1,2.3,2.1,10.9,9.6,113,26.2,28,97.2,38.8,13.5,0.861,119.4,1
0.3,10.7,10.9,7.4,7.2,95,15.9,14,95,32.4,11.1,0,36.4,0
0.2,0.8,1.1,3.6,1.8,318,10,57,95.3,30.7,10.3,0.286,19.1,1
-0.1,4.7,4.8,5.5,2.8,298,14.7,57,83.2,40.1,21.9,1.431,18.9,1
0.1,6.8,6.9,8.3,7.9,264,16.8,18,83.3,1.2,4.1,0.001,82.7,1
1.4,17.9,19.4,4,3.6,101,7.8,24,83.7,45.4,26.3,0,19.7,0
0.6,17.4,17.8,4.3,3.8,61,7.7,29,79.8,22.8,12.3,0,56.2,0
-0.2,-0.4,-0.5,4.9,4.5,47,10.2,22,75.7,56.2,50.9,0,15.1,0
43.5,37.3,81.1,3.8,3.7,99,6.2,14,71.3,40,32.1,0.098,78.7,0
0.5,3.4,3.8,13.6,12.8,279,27.4,19,70.1,18.3,13.9,0.607,28.2,0
0.1,4.3,4.4,9.9,9.5,278,23.7,17,71.4,30.8,22.3,0,21.4,0
0.3,6.2,6.5,6.4,6.2,126,11.9,12,77.6,58.9,52.6,0,33.9,0
0.6,7.5,8.2,5.3,5.1,319,9.8,18,73.1,58.3,59.7,0,11.8,0
0.1,6.9,7.1,3.9,2.3,147,8.9,52,88.4,51.6,28.3,1.384,19.7,1
0.8,6.9,7.7,4.7,2.9,114,11.7,51,76.8,5,6.1,1.205,37.7,1
16.6,26.6,43.3,4.1,3.9,106,6.5,16,72.6,38.3,28.9,0.395,64.5,0
0.2,6.1,6.3,5.3,4.9,278,14.7,22,73,59.3,62.3,0,12.8,0
12.8,25.3,37.8,6.5,3.5,72,18.1,55,66,44.2,45.7,0.534,67.4,0
0,-0.8,-0.7,10.4,10.1,297,18.9,12,71.2,60.3,68.4,0,14.9,0
2.1,6.4,8.6,8,7.7,287,14.6,16,75,57.6,54.6,0.791,15.5,0
0.1,6.9,7.1,5,3.2,172,13.7,48,88.8,46,22.7,1.372,31.3,1
3.8,11.1,14.9,11.2,11,293,18.9,10,76.6,5.2,6.3,0.626,51.3,0
1.4,20,21.3,4.6,4.5,95,8.5,10,65.3,32.6,29.4,0,33.3,0
-0.2,0,-0.1,4.5,3.5,235,10.6,38,102.3,32.4,8.9,0.718,19.4,1
-0.1,0.1,0,4.7,3.9,281,12.5,34,98,40.5,14,0.321,19.1,1
0.3,10.4,10.6,6.6,6.4,276,17,14,76.4,54.3,46.5,0,18.3,0
0.3,3.1,3.5,5.1,3,293,11.7,52,89,41.2,19,1.113,48.7,1
0.1,-1.1,-1,6.2,5.2,233,15.1,33,88.1,49.7,26.9,0.589,9.4,0
0,4.1,4.1,6.1,5.9,96,11.3,14,81.4,45.6,28.5,0.001,38.9,0
0.3,1,1.3,6,3.7,171,14.9,50,95.4,35.1,12.1,1.537,22.8,1
-0.1,-0.2,-0.3,5.5,3.6,160,14.6,47,95.1,46.6,19.2,1.372,19.1,1
0.6,6,6.5,8.1,7.7,125,21.1,19,97.8,32.8,10.4,0.075,73,0
0.7,5.8,6.3,6.3,4.4,89,15.2,45,81.6,31.8,16.5,0.947,26.6,1
-0.1,2.9,2.8,3,1.5,0,7.2,57,72.2,57.2,59.4,0,8.5,0
0,5.3,5.5,6,4.2,91,15.1,44,89.3,48.4,24.8,1.144,14.8,1
0.2,4.7,4.8,4.2,3.7,125,8.9,27,81.1,34.4,18.5,0.069,22.8,1
1.1,14.4,15.6,3.4,2.9,221,6.8,31,70.7,61.7,73.1,0,18.3,0
0.3,2.6,3,9.4,8.5,106,18.6,25,91.4,47.4,22.3,1.427,40,0
1.6,6.3,8,8.9,8.6,104,15.6,15,74.8,59.1,58.2,0.174,21.8,0
0,3.4,3.4,3.8,3.3,234,9.8,31,87,51.4,29.4,0,27.2,0
0.8,1.9,2.6,13.2,12.1,132,27.6,23,95.9,39.3,14.2,1.499,60.3,0
0.2,-1,-0.7,6.9,6.2,295,13.1,26,81.8,56.8,42.4,1.425,11.3,0
-0.1,2.7,2.7,10.2,9.8,78,19.3,15,80.8,48.9,33,0.253,30.6,0
3.3,20.8,23.9,6.2,6,325,12.5,15,78.6,40.3,25.5,0.007,56.5,0
0.2,4.1,4.2,6.4,4.8,284,15.2,41,94.5,44.3,18.1,0.58,12.2,1
0.2,6.7,6.8,4.5,3.8,116,12.7,32,93.2,37.1,14.1,0.191,31.2,1
0.2,13.6,13.7,3.2,2,142,6.8,49,98.7,33.5,10.4,0.004,32.4,1
0.5,10.4,10.9,7,6.2,82,12.1,26,80.3,60.8,51.6,0,34.5,0
5.2,27.9,33,7.9,7.6,319,14.3,16,77.9,4,5.9,0.001,15.8,0
1.9,17.7,19.5,4,3.6,159,9.2,26,72.2,59.1,63.5,0,23.8,0
0.1,4.4,4.5,5.3,3.8,130,12.9,43,98.2,39.1,13.1,0.735,34.5,1
0.3,1.9,2.2,7.6,7.4,287,16.8,15,75.2,60.4,60.1,0,21.9,0
